movie_name,title_year,num_voted_users,movie_imdb_link,num_user_for_reviews,imdb_score,num_critic_for_reviews
Edge of Tomorrow,2014,431620,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741,7.9,585
Edmond,2005,9971,http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1,119,6.3,79
Edtv,1999,35599,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,195,6.1,115
Edward Scissorhands,1990,357581,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,7.9,111
Eight Below,2006,48806,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,263,7.3,118
Eight Legged Freaks,2002,43764,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291,5.4,181
El crimen del padre Amaro,2002,11088,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,110,6.8,85
El Mariachi,1992,52055,http://www.imdb.com/title/tt0104815/?ref_=fn_tt_tt_1,130,6.9,56
Election,1999,73640,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,441,7.3,175
Elektra,2005,71202,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,380,4.8,196
Elf,2003,147597,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,395,6.9,152
Elite Squad,2007,81644,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,107,8.1,142
Elizabeth,1998,75973,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,409,7.5,141
Elizabeth: The Golden Age,2007,54787,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,216,6.9,202
Elizabethtown,2005,58658,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,495,6.4,190
Ella Enchanted,2004,47800,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,6.3,89
Elling,2001,12244,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,95,7.6,67
Elmer Gantry,1960,7998,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1,81,7.9,42
Elsa & Fred,2014,2041,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,18,6.5,59
Elysium,2013,338087,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,814,6.6,476
Elza,2011,19,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,6.7,2
Emma,,10388,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50,8.2,10
Empire,,27418,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,92,7.8,22
Employee of the Month,2006,37681,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151,5.5,85
Enchanted,2007,142496,http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1,399,7.1,222
End of Days,1999,89509,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,524,5.7,174
End of the Spear,2005,4360,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,148,7,47
End of Watch,2012,181025,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,7.7,355
Ender's Game,2013,184561,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554,6.7,326
Endless Love,2014,31323,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76,6.3,98
Enemy at the Gates,2001,188887,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,662,7.6,187
Enemy of the State,1998,188116,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,415,7.3,81
Enough,2002,30667,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234,5.6,98
Enough Said,2013,49240,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,142,7.1,231
Enter Nowhere,2011,5025,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45,6.6,26
Enter the Dangerous Mind,2013,704,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,9,5.2,17
Enter the Void,2009,45449,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,7.3,216
Entourage,,135643,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,145,8.5,52
Entrapment,1999,88132,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,274,6.2,138
Envy,2004,26390,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176,4.8,76
Epic,2013,85833,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113,6.7,203
Epic Movie,2007,89687,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666,2.3,112
Equilibrium,2002,261317,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137,7.5,146
Eragon,2006,108076,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,1690,5.1,170
Eraser,1996,84424,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,131,6.1,81
Eraserhead,1977,69831,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,535,7.4,152
Erin Brockovich,2000,135246,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,7.3,169
Ernest & Celestine,2012,12029,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,32,7.9,99
Escape from Alcatraz,1979,87090,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,142,7.6,53
Escape from L.A.,1996,54021,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,227,5.7,104
Escape from New York,1981,91017,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,284,7.2,201
Escape from Planet Earth,2013,20615,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44,5.9,83
Escape from the Planet of the Apes,1971,23546,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,92,6.3,74
Escape from Tomorrow,2013,7384,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,79,5.2,143
Escape Plan,2013,177653,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279,6.7,286
Escobar: Paradise Lost,2014,13762,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,39,6.6,106
Eternal Sunshine of the Spotless Mind,2004,666937,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514,8.3,273
Eulogy,2004,7690,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,68,6.7,27
Eureka,,39559,http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1,136,7.9,20
EuroTrip,2004,162067,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,6.6,92
Evan Almighty,2007,115099,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257,5.4,186
Event Horizon,1997,120416,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,857,6.7,172
Ever After: A Cinderella Story,1998,57958,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345,7,92
Everest,2015,134625,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,265,7.1,361
Everybody's Fine,2009,49855,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117,7.2,160
Everyone Says I Love You,1996,30083,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140,6.8,69
Everything Must Go,2010,40305,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,6.4,155
Everything Put Together,2000,601,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,10,6.6,24
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,31077,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,78,6.8,50
Eve's Bayou,1997,6915,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,209,7.3,31
Evil Dead,2013,125016,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789,6.5,543
Evil Dead II,1987,113451,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,537,7.8,252
Evita,1996,29205,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,194,6.3,76
Evolution,2015,979,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,3,6.4,63
Ex Machina,2015,289508,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,7.7,489
Exam,2009,70076,http://www.imdb.com/title/tt1258197/?ref_=fn_tt_tt_1,120,6.9,77
Excessive Force,1993,922,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,23,5.1,19
Executive Decision,1996,40858,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,144,6.4,60
Exeter,2015,3836,http://www.imdb.com/title/tt1945044/?ref_=fn_tt_tt_1,33,4.6,43
Exiled,2006,6919,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,26,7.3,98
eXistenZ,1999,77493,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,527,6.8,196
Exit Wounds,2001,27580,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,232,5.5,107
Exodus: Gods and Kings,2014,128694,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657,6.1,314
Exorcist II: The Heretic,1977,16294,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252,3.7,82
Exorcist: The Beginning,2004,28635,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,5.1,167
Exotica,1994,14112,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,83,7.2,53
Extract,2009,37530,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,106,6.2,192
Extraordinary Measures,2010,14281,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,64,6.5,126
Extreme Measures,1996,14066,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75,6.1,47
Extreme Movie,2008,9560,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,3.8,14
Extreme Ops,2002,4821,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82,4.5,53
Extremely Loud & Incredibly Close,2011,81298,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,341,6.9,283
Eye for an Eye,1996,9845,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77,6.1,31
Eye of the Beholder,1999,13320,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,4.9,88
Eye of the Dolphin,2006,806,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,18,5.7,18
Eye See You,2002,19706,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,142,5.3,66
Eyes Wide Shut,1999,227071,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,1500,7.3,280
F.I.S.T.,1978,5561,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35,6.4,20
Fabled,2002,191,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,10,5.8,8
Face/Off,1997,283967,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,535,7.3,155
Facing the Giants,2006,12399,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,382,6.7,31
Factory Girl,2006,18355,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,106,6.4,117
Fahrenheit 9/11,2004,113152,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1416,7.5,288
Failure to Launch,2006,58412,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,242,5.6,143
Fair Game,2010,38513,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,127,6.8,214
Faith Connections,2013,113,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,3,7,19
Faith Like Potatoes,2006,2050,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,6.9,5
Faithful,1996,1595,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,5.9,21
Falcon Rising,2014,4952,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32,5.8,29
Fame,2009,14062,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,5,134
Family Plot,1976,15293,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1,111,6.8,67
Fantasia,1940,71321,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,230,7.8,99
Fantasia 2000,1999,27543,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,186,7.3,129
Fantastic 4: Rise of the Silver Surfer,2007,213275,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,436,5.6,262
Fantastic Four,2015,110486,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,695,4.3,369
Fantastic Mr. Fox,2009,139114,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245,7.8,335
Far from Heaven,2002,36542,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,7.4,181
Far from Men,2014,4035,http://www.imdb.com/title/tt2936180/?ref_=fn_tt_tt_1,19,7.3,102
Farce of the Penguins,2006,4322,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,47,4.2,19
Fargo,,170055,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,173,9,54
Fascination,2004,1207,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,3.3,13
Fast Five,2011,284792,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,7.3,342
Fast Times at Ridgemont High,1982,71217,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,228,7.2,118
Faster,2010,80574,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157,6.5,196
Fat Albert,2004,9380,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,4.3,59
"Fat, Sick & Nearly Dead",2010,6429,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,25,7.6,13
Fatal Attraction,1987,55101,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,6.9,94
Fateless,2005,5603,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,45,7.1,73
Fear and Loathing in Las Vegas,1998,213226,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,648,7.7,156
Fear Clinic,2015,6256,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,5.2,39
Feardotcom,2002,17309,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388,3.3,104
Feast,2005,25542,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1,252,6.4,130
Felicia's Journey,1999,6690,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,7,95
Femme Fatale,2002,28584,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,232,6.3,149
Fetching Cody,2005,1232,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,10,6.8,16
Fever Pitch,2005,36223,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208,6.2,124
Fiddler on the Roof,1971,29839,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,150,8,66
Fido,2006,25055,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98,6.8,140
Fifty Dead Men Walking,2008,9585,http://www.imdb.com/title/tt1097643/?ref_=fn_tt_tt_1,38,6.9,76
Fifty Shades of Black,2016,9509,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53,3.5,59
Fifty Shades of Grey,2015,220020,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,1360,4.1,362
Fight Club,1999,1347461,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,2968,8.8,315
Fight to the Finish,2016,60,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2,4,3
Fight Valley,2016,60,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,5,6
Fighting Tommy Riley,2004,720,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,23,6.6,13
Filly Brown,2012,910,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,5.7,16
Final Destination,2000,181058,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,6.7,211
Final Destination 2,2003,120786,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,6.2,175
Final Destination 3,2006,102861,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571,5.8,216
Final Destination 5,2011,83788,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227,5.9,277
Final Fantasy: The Spirits Within,2001,72259,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788,6.4,166
Find Me Guilty,2006,28068,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,7.1,94
Finding Forrester,2000,73006,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,7.3,137
Finding Nemo,2003,692482,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,866,8.2,301
Finding Neverland,2004,174591,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,7.8,226
Finishing the Game: The Search for a New Bruce Lee,2007,1656,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12,6.2,35
Fired Up,,114,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,6,6.7,
Firefox,1982,19832,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98,5.9,43
Fireproof,2008,17068,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,215,6.5,50
Firestarter,1984,22797,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,6,45
Firestorm,2013,1904,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,6.2,23
Firewall,2006,50170,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,306,5.8,171
First Blood,1982,172489,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,7.7,145
First Knight,1995,55350,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,5.9,53
"First Love, Last Rites",1997,294,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,16,5.5,16
Fish Tank,2009,47385,http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1,112,7.3,248
Fiza,2000,2715,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,6.2,1
Flags of Our Fathers,2006,101221,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,415,7.1,279
Flame and Citron,2008,14247,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,44,7.3,80
Flash Gordon,1980,38017,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,247,6.4,100
Flash of Genius,2008,14301,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,7,99
Flashdance,1983,35172,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,128,6.1,51
Flatliners,1990,62037,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,6.6,49
Flawless,1999,14612,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,6.4,78
Fled,1996,7073,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,29,5.3,36
Flicka,2006,6095,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,6.2,46
Flight,2012,264047,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,491,7.3,449
Flight of the Intruder,1991,4795,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,39,5.7,13
Flight of the Phoenix,2004,45815,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,6.1,114
Flightplan,2005,126746,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600,6.2,231
Flipped,2010,60460,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,7.7,87
Flipper,1996,8008,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,5.2,23
Flirting with Disaster,1996,15088,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,105,6.8,50
Florence Foster Jenkins,2016,2167,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,7.1,87
Flubber,1997,63625,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,64,5.2,53
Flushed Away,2006,85086,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,6.7,135
Flyboys,2006,35565,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,247,6.6,123
Flying By,2009,215,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2,4.5,
Flywheel,2003,2986,http://www.imdb.com/title/tt0425027/?ref_=fn_tt_tt_1,49,6.9,5
Focus,2015,149337,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,221,6.6,279
Food Chains,2014,265,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,3,7.1,9
"Food, Inc.",2008,42389,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,7.9,120
Foodfight!,2012,4377,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,66,1.7,12
Foolish,1999,536,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,13,4.3,16
Fool's Gold,2008,59352,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138,5.6,176
Footloose,1984,51459,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,6.5,60
"For a Good Time, Call...",2012,13421,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,6,115
For Colored Girls,2010,6067,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73,6,75
For Greater Glory: The True Story of Cristiada,2012,3665,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57,6.6,43
For Love of the Game,1999,26034,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,226,6.5,113
For Your Consideration,2006,12197,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,150,6.3,144
For Your Eyes Only,1981,72085,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,263,6.8,112
Force 10 from Navarone,1978,13587,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,80,6.3,22
Forget Me Not,2009,4866,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38,5.2,24
Forgetting Sarah Marshall,2008,217507,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,325,7.2,253
Formula 51,2001,42876,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,6.3,95
Forrest Gump,1994,1251222,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,1398,8.8,149
Forsaken,2015,4693,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,6.3,45
Fort McCoy,2011,266,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,8,5.9,8
Fortress,1992,23383,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,68,5.9,58
Forty Shades of Blue,2005,1134,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,26,6,39
Four Brothers,2005,109894,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,340,6.9,123
Four Christmases,2008,48500,http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,124,5.6,141
Four Lions,2010,55982,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1,148,7.3,246
Four Rooms,1995,78241,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,177,6.7,51
Four Single Fathers,2009,118,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1,1,5.1,2
Four Weddings and a Funeral,1994,107923,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,197,7.1,84
Frailty,2001,59982,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,463,7.3,161
Frances Ha,2012,43982,http://www.imdb.com/title/tt2347569/?ref_=fn_tt_tt_1,139,7.4,345
Frankenweenie,2012,73886,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165,7,370
Frat Party,2009,1612,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,2.8,6
Freakonomics,2010,5695,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1,23,6.4,73
Freaky Deaky,2012,6741,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,6.5,13
Freaky Friday,2003,96693,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,6.1,129
Freddy Got Fingered,2001,39788,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,4.5,97
Freddy vs. Jason,2003,89101,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,885,5.8,273
Freddy's Dead: The Final Nightmare,1991,30765,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,252,4.9,91
Free Birds,2013,18042,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,73,5.9,118
Free State of Jones,2016,3077,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,6.7,79
Free Style,2008,361,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,4,4.2,16
Freedom,2014,993,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,6.2,5
Freedom Writers,2007,52533,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,235,7.5,84
Freeheld,2015,5863,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25,6.5,133
Freeway,1996,22246,http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1,196,6.9,65
Freeze Frame,2004,2588,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,41,6.4,24
Frenzy,1972,30982,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,199,7.5,110
Frequency,2000,81866,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,510,7.3,168
Frida,2002,61651,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,271,7.4,128
Friday,1995,74626,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,157,7.3,20
Friday After Next,2002,19284,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66,5.8,26
Friday Night Lights,,42746,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,257,8.7,51
Friday the 13th Part 2,1981,39690,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,6.1,242
Friday the 13th Part III,1982,31952,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,372,5.7,235
Friday the 13th Part VII: The New Blood,1988,21359,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,270,5.3,110
Friday the 13th Part VIII: Jason Takes Manhattan,1989,22961,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,291,4.5,129
Friday the 13th: A New Beginning,1985,22521,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,342,4.7,160
Friday the 13th: The Final Chapter,1984,29488,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,326,5.9,166
Friends with Benefits,2011,270228,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194,6.6,238
Friends with Money,2006,19715,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166,5.9,111
